Unit ID,Asset ID,Map ID,Community
10456334,RBGA0363-0012,46816,Rosebud Place
10456335,RBGA0363-0013,46816,Rosebud Place
10456336,RBGA0363-0014,46816,Rosebud Place
10456337,RBGA0363-0015,46816,Rosebud Place
10456338,RBGA0363-0016,46816,Rosebud Place
10456339,RBGA0363-0017,46816,Rosebud Place
10456340,RBGA0363-0018,46816,Rosebud Place
10456341,RBGA0363-0019,46816,Rosebud Place
10456342,RBGA0363-0020,46816,Rosebud Place
10456343,RBGA0363-0021,46816,Rosebud Place
10456344,RBGA0363-0022,46816,Rosebud Place
10456345,RBGA0363-0023,46816,Rosebud Place
10456346,RBGA0363-0024,46816,Rosebud Place
10456347,RBGA0363-0025,46816,Rosebud Place
10456348,RBGA0363-0026,46816,Rosebud Place
10456349,RBGA0363-0027,46816,Rosebud Place
10456350,RBGA0363-0028,46816,Rosebud Place
10456351,RBGA0363-0029,46816,Rosebud Place
10456352,RBGA0363-0030,46816,Rosebud Place
10456353,RBGA0363-0031,46816,Rosebud Place
10456354,RBGA0363-0032,46816,Rosebud Place
10456355,RBGA0363-0033,46816,Rosebud Place
10456356,RBGA0363-0034,46816,Rosebud Place
10456357,RBGA0363-0035,46816,Rosebud Place
10456358,RBGA0363-0036,46816,Rosebud Place
10456359,RBGA0363-0037,46816,Rosebud Place
10456360,RBGA0363-0038,46816,Rosebud Place
10456361,RBGA0363-0039,46816,Rosebud Place
10456362,RBGA0363-0040,46816,Rosebud Place
10456363,RBGA0363-0041,46816,Rosebud Place
10456364,RBGA0363-0042,46816,Rosebud Place
10456365,RBGA0363-0043,46816,Rosebud Place
10456366,RBGA0363-0044,46816,Rosebud Place
10456367,RBGA0363-0045,46816,Rosebud Place
10456368,RBGA0363-0046,46816,Rosebud Place
10456369,RBGA0363-0047,46816,Rosebud Place
10456370,RBGA0363-0048,46816,Rosebud Place
10456371,RBGA0363-0049,46816,Rosebud Place
10456372,RBGA0363-0050,46816,Rosebud Place
10456373,RBGA0363-0051,46816,Rosebud Place
10456374,RBGA0363-0052,46816,Rosebud Place
10456375,RBGA0363-0053,46816,Rosebud Place
10456376,RBGA0363-0054,46816,Rosebud Place
10456377,RBGA0363-0055,46816,Rosebud Place
10456378,RBGA0363-0056,46816,Rosebud Place
10456379,RBGA0363-0057,46816,Rosebud Place
10456380,RBGA0363-0058,46816,Rosebud Place
10456381,RBGA0363-0059,46816,Rosebud Place
10456382,RBGA0363-0060,46816,Rosebud Place
10456383,RBGA0363-0061,46816,Rosebud Place
10456384,RBGA0363-0062,46816,Rosebud Place
10456385,RBGA0363-0063,46816,Rosebud Place
10456386,RBGA0363-0064,46816,Rosebud Place
10456387,RBGA0363-0065,46816,Rosebud Place
10456388,RBGA0363-0066,46816,Rosebud Place
10456389,RBGA0363-0067,46816,Rosebud Place
10456390,RBGA0363-0068,46816,Rosebud Place
10456391,RBGA0363-0069,46816,Rosebud Place
10456392,RBGA0363-0070,46816,Rosebud Place
10456393,RBGA0363-0071,46816,Rosebud Place
10456394,RBGA0363-0072,46816,Rosebud Place
10456395,RBGA0363-0073,46816,Rosebud Place
10456396,RBGA0363-0074,46816,Rosebud Place
10456397,RBGA0363-0075,46816,Rosebud Place
10456398,RBGA0363-0076,46816,Rosebud Place
10456399,RBGA0363-0077,46816,Rosebud Place
10456400,RBGA0363-0078,46816,Rosebud Place
10456401,RBGA0363-0079,46816,Rosebud Place
10456402,RBGA0363-0080,46816,Rosebud Place
10456403,RBGA0363-0081,46816,Rosebud Place
10456404,RBGA0363-0082,46816,Rosebud Place
10456405,RBGA0363-0083,46816,Rosebud Place
10456406,RBGA0363-0084,46816,Rosebud Place
10456407,RBGA0363-0085,46816,Rosebud Place
10456408,RBGA0363-0086,46816,Rosebud Place
10456409,RBGA0363-0087,46816,Rosebud Place
10456410,RBGA0363-0088,46816,Rosebud Place
10456411,RBGA0363-0089,46816,Rosebud Place
10456412,RBGA0363-0090,46816,Rosebud Place
10456413,RBGA0363-0091,46816,Rosebud Place
10456414,RBGA0363-0092,46816,Rosebud Place
10456415,RBGA0363-0093,46816,Rosebud Place
10456416,RBGA0363-0094,46816,Rosebud Place
10456417,RBGA0363-0095,46816,Rosebud Place
10456418,RBGA0363-0096,46816,Rosebud Place
10456419,RBGA0363-0097,46816,Rosebud Place
10456420,RBGA0363-0098,46816,Rosebud Place
10456421,RBGA0363-0099,46816,Rosebud Place
10456422,RBGA0363-0100,46816,Rosebud Place
10456423,RBGA0363-0101,46816,Rosebud Place
10456424,RBGA0363-0102,46816,Rosebud Place
10456425,RBGA0363-0103,46816,Rosebud Place
10456426,RBGA0363-0104,46816,Rosebud Place
10456427,RBGA0363-0105,46816,Rosebud Place
10456428,RBGA0363-0106,46816,Rosebud Place
10456429,RBGA0363-0107,46816,Rosebud Place
10456430,RBGA0363-0108,46816,Rosebud Place
10456431,RBGA0363-0109,46816,Rosebud Place
10456432,RBGA0363-0110,46816,Rosebud Place
10456433,RBGA0363-0111,46816,Rosebud Place
10456434,RBGA0363-0112,46816,Rosebud Place
10456435,RBGA0363-0113,46816,Rosebud Place
10456436,RBGA0363-0114,46816,Rosebud Place
10456437,RBGA0363-0115,46816,Rosebud Place
10456438,RBGA0363-0116,46816,Rosebud Place
10456439,RBGA0363-0117,46816,Rosebud Place
10456440,RBGA0363-0118,46816,Rosebud Place
10456441,RBGA0363-0119,46816,Rosebud Place
10456442,RBGA0363-0120,46816,Rosebud Place
10456443,RBGA0363-0121,46816,Rosebud Place
10456444,RBGA0363-0122,46816,Rosebud Place
10456445,RBGA0363-0123,46816,Rosebud Place
10456446,RBGA0363-0124,46816,Rosebud Place
10456447,RBGA0363-0125,46816,Rosebud Place
10456448,RBGA0363-0126,46816,Rosebud Place
10456449,RBGA0363-0127,46816,Rosebud Place
10456450,RBGA0363-0128,46816,Rosebud Place
10456451,RBGA0363-0129,46816,Rosebud Place
10456452,RBGA0363-0130,46816,Rosebud Place
10456453,RBGA0363-0131,46816,Rosebud Place
10456454,RBGA0363-0132,46816,Rosebud Place
10456455,RBGA0363-0133,46816,Rosebud Place
10456456,RBGA0363-0134,46816,Rosebud Place
10456457,RBGA0363-0135,46816,Rosebud Place
10456458,RBGA0363-0136,46816,Rosebud Place
10456459,RBGA0363-0137,46816,Rosebud Place
10456460,RBGA0363-0138,46816,Rosebud Place
10456461,RBGA0363-0139,46816,Rosebud Place
10456462,RBGA0363-0140,46816,Rosebud Place
11810350,RHGA0001-0161,53777,North Pointe
11810351,RHGA0001-0162,53777,North Pointe
11810352,RHGA0001-0163,53777,North Pointe
11810353,RHGA0001-0164,53777,North Pointe
11810354,RHGA0001-0165,53777,North Pointe
11810355,RHGA0001-0166,53777,North Pointe
11810356,RHGA0001-0167,53777,North Pointe
11810357,RHGA0001-0168,53777,North Pointe
11810358,RHGA0001-0169,53777,North Pointe
11810359,RHGA0001-0170,53777,North Pointe
11810360,RHGA0001-0171,53777,North Pointe
11810361,RHGA0001-0172,53777,North Pointe
11810362,RHGA0001-0173,53777,North Pointe
11810363,RHGA0001-0174,53777,North Pointe
11810364,RHGA0001-0175,53777,North Pointe
11810365,RHGA0001-0176,53777,North Pointe
11810366,RHGA0001-0177,53777,North Pointe
11810367,RHGA0001-0178,53777,North Pointe
11810368,RHGA0001-0179,53777,North Pointe
11810369,RHGA0001-0180,53777,North Pointe
11810370,RHGA0001-0181,53777,North Pointe
11810371,RHGA0001-0182,53777,North Pointe
11810372,RHGA0001-0183,53777,North Pointe
11810373,RHGA0001-0184,53777,North Pointe
11810374,RHGA0001-0185,53777,North Pointe
11810375,RHGA0001-0186,53777,North Pointe
11810376,RHGA0001-0187,53777,North Pointe
11810377,RHGA0001-0188,53777,North Pointe
11810378,RHGA0001-0189,53777,North Pointe
11810379,RHGA0001-0190,53777,North Pointe
11810380,RHGA0001-0191,53777,North Pointe
11810381,RHGA0001-0192,53777,North Pointe
11810382,RHGA0001-0193,53777,North Pointe
11810383,RHGA0001-0194,53777,North Pointe
11810384,RHGA0001-0195,53777,North Pointe
11810385,RHGA0001-0196,53777,North Pointe
11810386,RHGA0001-0197,53777,North Pointe
11810387,RHGA0001-0198,53777,North Pointe
11810388,RHGA0001-0199,53777,North Pointe
11810389,RHGA0001-0200,53777,North Pointe
11810390,RHGA0001-0201,53777,North Pointe
11810391,RHGA0001-0202,53777,North Pointe
11810392,RHGA0001-0204,53777,North Pointe
11810393,RHGA0001-0205,53777,North Pointe
11810394,RHGA0001-0206,53777,North Pointe
11810395,RHGA0001-0207,53777,North Pointe
11810396,RHGA0001-0208,53777,North Pointe
11810397,RHGA0001-0209,53777,North Pointe
11810398,RHGA0001-0210,53777,North Pointe
11810399,RHGA0001-0211,53777,North Pointe
11810400,RHGA0001-0212,53777,North Pointe
11810401,RHGA0001-0213,53777,North Pointe
11810402,RHGA0001-0214,53777,North Pointe
11810403,RHGA0001-0215,53777,North Pointe
11810404,RHGA0001-0216,53777,North Pointe
11810405,RHGA0001-0217,53777,North Pointe
11810406,RHGA0001-0218,53777,North Pointe
11810407,RHGA0001-0219,53777,North Pointe
11810408,RHGA0001-0220,53777,North Pointe
11810409,RHGA0001-0221,53777,North Pointe
11810410,RHGA0001-0222,53777,North Pointe
11810411,RHGA0001-0223,53777,North Pointe
11810412,RHGA0001-0224,53777,North Pointe
11810413,RHGA0001-0225,53777,North Pointe
11810414,RHGA0001-0226,53777,North Pointe
11810415,RHGA0001-0227,53777,North Pointe
11810416,RHGA0001-0228,53777,North Pointe
11810417,RHGA0001-0229,53777,North Pointe
11810418,RHGA0001-0230,53777,North Pointe
11810419,RHGA0001-0231,53777,North Pointe
11810420,RHGA0001-0232,53777,North Pointe
11810421,RHGA0001-0233,53777,North Pointe
11810422,RHGA0001-0234,53777,North Pointe
11810423,RHGA0001-0235,53777,North Pointe
11810424,RHGA0001-0236,53777,North Pointe
11810425,RHGA0001-0237,53777,North Pointe
11810426,RHGA0001-0238,53777,North Pointe
11810427,RHGA0001-0239,53777,North Pointe
11810428,RHGA0001-0240,53777,North Pointe
11810429,RHGA0001-0241,53777,North Pointe
11810430,RHGA0001-0242,53777,North Pointe
11810431,RHGA0001-0243,53777,North Pointe
11810432,RHGA0001-0244,53777,North Pointe
11810273,RHGA0004-0001,53780,Southport
11810274,RHGA0004-0002,53780,Southport
11810275,RHGA0004-0003,53780,Southport
11810276,RHGA0004-0004,53780,Southport
11810277,RHGA0004-0005,53780,Southport
11810278,RHGA0004-0006,53780,Southport
11810279,RHGA0004-0007,53780,Southport
11810280,RHGA0004-0008,53780,Southport
11810281,RHGA0004-0009,53780,Southport
11810282,RHGA0004-0010,53780,Southport
11810283,RHGA0004-0011,53780,Southport
11810284,RHGA0004-0012,53780,Southport
11810285,RHGA0004-0013,53780,Southport
11810286,RHGA0004-0014,53780,Southport
11810287,RHGA0004-0015,53780,Southport
11810288,RHGA0004-0016,53780,Southport
11810289,RHGA0004-0017,53780,Southport
11810290,RHGA0004-0018,53780,Southport
11810291,RHGA0004-0019,53780,Southport
11810292,RHGA0004-0020,53780,Southport
11810293,RHGA0004-0021,53780,Southport
11810294,RHGA0004-0022,53780,Southport
11810295,RHGA0004-0023,53780,Southport
11810296,RHGA0004-0024,53780,Southport
11810297,RHGA0004-0025,53780,Southport
11810298,RHGA0004-0026,53780,Southport
11810299,RHGA0004-0027,53780,Southport
11810300,RHGA0004-0028,53780,Southport
11810301,RHGA0004-0029,53780,Southport
11810302,RHGA0004-0030,53780,Southport
11810303,RHGA0004-0031,53780,Southport
11810304,RHGA0004-0032,53780,Southport
11810305,RHGA0004-0033,53780,Southport
11810306,RHGA0004-0034,53780,Southport
11810307,RHGA0004-0035,53780,Southport
11810308,RHGA0004-0036,53780,Southport
11810309,RHGA0004-0037,53780,Southport
11810310,RHGA0004-0038,53780,Southport
11810311,RHGA0004-0039,53780,Southport
11810312,RHGA0004-0040,53780,Southport
11810313,RHGA0004-0041,53780,Southport
11810314,RHGA0004-0042,53780,Southport
11810315,RHGA0004-0043,53780,Southport
11810316,RHGA0004-0044,53780,Southport
11810317,RHGA0004-0045,53780,Southport
11810318,RHGA0004-0046,53780,Southport
11810319,RHGA0004-0047,53780,Southport
11810320,RHGA0004-0048,53780,Southport
11810321,RHGA0004-0049,53780,Southport
11810322,RHGA0004-0050,53780,Southport
11810323,RHGA0004-0051,53780,Southport
11810324,RHGA0004-0052,53780,Southport
11810325,RHGA0004-0053,53780,Southport
11810326,RHGA0004-0054,53780,Southport
11810327,RHGA0004-0055,53780,Southport
11810328,RHGA0004-0056,53780,Southport
11810329,RHGA0004-0057,53780,Southport
11810330,RHGA0004-0058,53780,Southport
11810331,RHGA0004-0059,53780,Southport
11810332,RHGA0004-0060,53780,Southport
11810333,RHGA0004-0061,53780,Southport
11810334,RHGA0004-0062,53780,Southport
11810335,RHGA0004-0063,53780,Southport
11810336,RHGA0004-0064,53780,Southport
11810337,RHGA0004-0065,53780,Southport
11810338,RHGA0004-0066,53780,Southport
11810339,RHGA0004-0067,53780,Southport
11810340,RHGA0004-0068,53780,Southport
11810341,RHGA0004-0069,53780,Southport
11810342,RHGA0004-0070,53780,Southport
11810343,RHGA0004-0071,53780,Southport
11810344,RHGA0004-0072,53780,Southport
11810345,RHGA0004-0073,53780,Southport
11810346,RHGA0004-0074,53780,Southport
11810347,RHGA0004-0075,53780,Southport
11810348,RHGA0004-0076,53780,Southport
11810349,RHGA0004-0077,53780,Southport
4916005,NSGA0001-0001,57214,Tranquil
4916006,NSGA0001-0002,57214,Tranquil
4916007,NSGA0001-0003,57214,Tranquil
4916008,NSGA0001-0004,57214,Tranquil
4916009,NSGA0001-0005,57214,Tranquil
4916010,NSGA0001-0006,57214,Tranquil
4916011,NSGA0001-0007,57214,Tranquil
4916012,NSGA0001-0008,57214,Tranquil
4916013,NSGA0001-0009,57214,Tranquil
4916014,NSGA0001-0010,57214,Tranquil
4916015,NSGA0001-0011,57214,Tranquil
4916016,NSGA0001-0012,57214,Tranquil
4916017,NSGA0001-0013,57214,Tranquil
4916018,NSGA0001-0014,57214,Tranquil
4916019,NSGA0001-0015,57214,Tranquil
4916020,NSGA0001-0016,57214,Tranquil
4916021,NSGA0001-0017,57214,Tranquil
4916022,NSGA0001-0018,57214,Tranquil
4916023,NSGA0001-0019,57214,Tranquil
4916024,NSGA0001-0020,57214,Tranquil
4916025,NSGA0001-0021,57214,Tranquil
4916026,NSGA0001-0022,57214,Tranquil
4916027,NSGA0001-0023,57214,Tranquil
4916028,NSGA0001-0024,57214,Tranquil
4916029,NSGA0001-0025,57214,Tranquil
4916030,NSGA0001-0026,57214,Tranquil
4916031,NSGA0001-0027,57214,Tranquil
4916032,NSGA0001-0028,57214,Tranquil
4916033,NSGA0001-0029,57214,Tranquil
4916034,NSGA0001-0030,57214,Tranquil
4916035,NSGA0001-0031,57214,Tranquil
4916036,NSGA0001-0032,57214,Tranquil
4916037,NSGA0001-0033,57214,Tranquil
4916038,NSGA0001-0034,57214,Tranquil
4916039,NSGA0001-0035,57214,Tranquil
4916040,NSGA0001-0036,57214,Tranquil
4916041,NSGA0001-0037,57214,Tranquil
4916042,NSGA0001-0038,57214,Tranquil
4916043,NSGA0001-0039,57214,Tranquil
4916044,NSGA0001-0040,57214,Tranquil
4916045,NSGA0001-0041,57214,Tranquil
4916046,NSGA0001-0042,57214,Tranquil
4916047,NSGA0001-0043,57214,Tranquil
4916048,NSGA0001-0044,57214,Tranquil
4916049,NSGA0001-0045,57214,Tranquil
4916050,NSGA0001-0046,57214,Tranquil
4916051,NSGA0001-0047,57214,Tranquil
4916052,NSGA0001-0048,57214,Tranquil
4916053,NSGA0001-0049,57214,Tranquil
4916054,NSGA0001-0050,57214,Tranquil
4916055,NSGA0001-0051,57214,Tranquil
4916056,NSGA0001-0052,57214,Tranquil
4916057,NSGA0001-0053,57214,Tranquil
4916058,NSGA0001-0054,57214,Tranquil
4916059,NSGA0001-0055,57214,Tranquil
4916060,NSGA0001-0056,57214,Tranquil
4916061,NSGA0001-0057,57214,Tranquil
4916062,NSGA0001-0058,57214,Tranquil
4916063,NSGA0001-0059,57214,Tranquil
4916064,NSGA0001-0060,57214,Tranquil
4916065,NSGA0001-0061,57214,Tranquil
4916066,NSGA0001-0062,57214,Tranquil
4916067,NSGA0001-0063,57214,Tranquil
4916068,NSGA0001-0064,57214,Tranquil
4916069,NSGA0001-0065,57214,Tranquil
4916070,NSGA0001-0066,57214,Tranquil
4916071,NSGA0001-0067,57214,Tranquil
4916072,NSGA0001-0068,57214,Tranquil
4916073,NSGA0001-0069,57214,Tranquil
4916074,NSGA0001-0070,57214,Tranquil
4916075,NSGA0001-0071,57214,Tranquil
4916076,NSGA0001-0072,57214,Tranquil
4916077,NSGA0001-0073,57214,Tranquil
12434139,RHGA0002-2001,57604,Parkway Crossing
12434140,RHGA0002-2002,57604,Parkway Crossing
12434141,RHGA0002-2003,57604,Parkway Crossing
12434142,RHGA0002-2004,57604,Parkway Crossing
12434143,RHGA0002-2005,57604,Parkway Crossing
12434144,RHGA0002-2018,57604,Parkway Crossing
12434145,RHGA0002-2017,57604,Parkway Crossing
12434146,RHGA0002-2006,57604,Parkway Crossing
12434147,RHGA0002-2016,57604,Parkway Crossing
12434148,RHGA0002-2007,57604,Parkway Crossing
12434149,RHGA0002-2015,57604,Parkway Crossing
12434150,RHGA0002-2008,57604,Parkway Crossing
12434151,RHGA0002-2014,57604,Parkway Crossing
12434152,RHGA0002-2009,57604,Parkway Crossing
12434153,RHGA0002-2013,57604,Parkway Crossing
12434154,RHGA0002-2010,57604,Parkway Crossing
12434155,RHGA0002-2012,57604,Parkway Crossing
12434156,RHGA0002-2011,57604,Parkway Crossing
12434157,RHGA0002-2023,57604,Parkway Crossing
12434158,RHGA0002-2024,57604,Parkway Crossing
12434159,RHGA0002-2025,57604,Parkway Crossing
12434160,RHGA0002-2026,57604,Parkway Crossing
12434161,RHGA0002-2027,57604,Parkway Crossing
12434162,RHGA0002-2028,57604,Parkway Crossing
12434163,RHGA0002-2029,57604,Parkway Crossing
12434164,RHGA0002-2030,57604,Parkway Crossing
12434165,RHGA0002-2031,57604,Parkway Crossing
12434166,RHGA0002-2123,57604,Parkway Crossing
12434167,RHGA0002-2122,57604,Parkway Crossing
12434168,RHGA0002-2121,57604,Parkway Crossing
12434169,RHGA0002-2120,57604,Parkway Crossing
12434170,RHGA0002-2119,57604,Parkway Crossing
12434171,RHGA0002-2118,57604,Parkway Crossing
12434172,RHGA0002-2124,57604,Parkway Crossing
12434173,RHGA0002-2117,57604,Parkway Crossing
12434174,RHGA0002-2125,57604,Parkway Crossing
12434175,RHGA0002-2116,57604,Parkway Crossing
12434176,RHGA0002-2126,57604,Parkway Crossing
12434177,RHGA0002-2115,57604,Parkway Crossing
12434178,RHGA0002-2127,57604,Parkway Crossing
12434179,RHGA0002-2114,57604,Parkway Crossing
12434180,RHGA0002-2128,57604,Parkway Crossing
12434181,RHGA0002-2113,57604,Parkway Crossing
12434182,RHGA0002-2129,57604,Parkway Crossing
12434183,RHGA0002-2112,57604,Parkway Crossing
12434184,RHGA0002-2130,57604,Parkway Crossing
12434185,RHGA0002-2111,57604,Parkway Crossing
12434186,RHGA0002-2131,57604,Parkway Crossing
12434187,RHGA0002-2110,57604,Parkway Crossing
12434188,RHGA0002-2132,57604,Parkway Crossing
12434189,RHGA0002-2109,57604,Parkway Crossing
12434190,RHGA0002-2133,57604,Parkway Crossing
12434191,RHGA0002-2108,57604,Parkway Crossing
12434192,RHGA0002-2107,57604,Parkway Crossing
12434193,RHGA0002-2134,57604,Parkway Crossing
12434194,RHGA0002-2106,57604,Parkway Crossing
12434195,RHGA0002-2135,57604,Parkway Crossing
12434196,RHGA0002-2136,57604,Parkway Crossing
12434197,RHGA0002-2105,57604,Parkway Crossing
12434198,RHGA0002-2137,57604,Parkway Crossing
12434199,RHGA0002-2104,57604,Parkway Crossing
12434200,RHGA0002-2103,57604,Parkway Crossing
12434201,RHGA0002-2102,57604,Parkway Crossing
12434202,RHGA0002-2101,57604,Parkway Crossing
12434203,RHGA0002-2100,57604,Parkway Crossing
12434204,RHGA0002-2090,57604,Parkway Crossing
12434205,RHGA0002-2091,57604,Parkway Crossing
12434206,RHGA0002-2099,57604,Parkway Crossing
12434207,RHGA0002-2092,57604,Parkway Crossing
12434208,RHGA0002-2098,57604,Parkway Crossing
12434209,RHGA0002-2093,57604,Parkway Crossing
12434210,RHGA0002-2097,57604,Parkway Crossing
12434211,RHGA0002-2096,57604,Parkway Crossing
12434212,RHGA0002-2095,57604,Parkway Crossing
12434213,RHGA0002-2094,57604,Parkway Crossing
12434214,RHGA0002-2019,57604,Parkway Crossing
12434215,RHGA0002-2020,57604,Parkway Crossing
12434216,RHGA0002-2021,57604,Parkway Crossing
12434217,RHGA0002-2089,57604,Parkway Crossing
12434218,RHGA0002-2022,57604,Parkway Crossing
12434219,RHGA0002-2088,57604,Parkway Crossing
12434220,RHGA0002-2087,57604,Parkway Crossing
12434221,RHGA0002-2086,57604,Parkway Crossing
12434222,RHGA0002-2085,57604,Parkway Crossing
12434223,RHGA0002-2084,57604,Parkway Crossing
12434224,RHGA0002-2083,57604,Parkway Crossing
12434225,RHGA0002-2082,57604,Parkway Crossing
12434226,RHGA0002-2081,57604,Parkway Crossing
12434227,RHGA0002-2080,57604,Parkway Crossing
12434228,RHGA0002-2032,57604,Parkway Crossing
12434229,RHGA0002-2079,57604,Parkway Crossing
12434230,RHGA0002-2033,57604,Parkway Crossing
12434231,RHGA0002-2034,57604,Parkway Crossing
12434232,RHGA0002-2078,57604,Parkway Crossing
12434233,RHGA0002-2035,57604,Parkway Crossing
12434234,RHGA0002-2077,57604,Parkway Crossing
12434235,RHGA0002-2036,57604,Parkway Crossing
12434236,RHGA0002-2076,57604,Parkway Crossing
12434237,RHGA0002-2075,57604,Parkway Crossing
12434238,RHGA0002-2037,57604,Parkway Crossing
12434239,RHGA0002-2074,57604,Parkway Crossing
12434240,RHGA0002-2038,57604,Parkway Crossing
12434241,RHGA0002-2073,57604,Parkway Crossing
12434242,RHGA0002-2039,57604,Parkway Crossing
12434243,RHGA0002-2040,57604,Parkway Crossing
12434244,RHGA0002-2072,57604,Parkway Crossing
12434245,RHGA0002-2041,57604,Parkway Crossing
12434246,RHGA0002-2071,57604,Parkway Crossing
12434247,RHGA0002-2070,57604,Parkway Crossing
12434248,RHGA0002-2042,57604,Parkway Crossing
12434249,RHGA0002-2069,57604,Parkway Crossing
12434250,RHGA0002-2043,57604,Parkway Crossing
12434251,RHGA0002-2044,57604,Parkway Crossing
12434252,RHGA0002-2068,57604,Parkway Crossing
12434253,RHGA0002-2067,57604,Parkway Crossing
12434254,RHGA0002-2045,57604,Parkway Crossing
12434255,RHGA0002-2066,57604,Parkway Crossing
12434256,RHGA0002-2046,57604,Parkway Crossing
12434257,RHGA0002-2065,57604,Parkway Crossing
12434258,RHGA0002-2047,57604,Parkway Crossing
12434259,RHGA0002-2064,57604,Parkway Crossing
12434260,RHGA0002-2063,57604,Parkway Crossing
12434261,RHGA0002-2062,57604,Parkway Crossing
12434262,RHGA0002-2061,57604,Parkway Crossing
12434263,RHGA0002-2060,57604,Parkway Crossing
12434264,RHGA0002-2059,57604,Parkway Crossing
12434265,RHGA0002-2058,57604,Parkway Crossing
12434266,RHGA0002-2057,57604,Parkway Crossing
12434267,RHGA0002-2056,57604,Parkway Crossing
12434268,RHGA0002-2055,57604,Parkway Crossing
12434269,RHGA0002-2054,57604,Parkway Crossing
12434270,RHGA0002-2053,57604,Parkway Crossing
12434271,RHGA0002-2052,57604,Parkway Crossing
12434272,RHGA0002-2051,57604,Parkway Crossing
12434273,RHGA0002-2050,57604,Parkway Crossing
12434274,RHGA0002-2049,57604,Parkway Crossing
12434275,RHGA0002-2048,57604,Parkway Crossing
12434276,RHGA0002-2170,57604,Parkway Crossing
12434277,RHGA0002-2169,57604,Parkway Crossing
12434278,RHGA0002-2138,57604,Parkway Crossing
12434279,RHGA0002-2168,57604,Parkway Crossing
12434280,RHGA0002-2139,57604,Parkway Crossing
12434281,RHGA0002-2140,57604,Parkway Crossing
12434282,RHGA0002-2167,57604,Parkway Crossing
12434283,RHGA0002-2141,57604,Parkway Crossing
12434284,RHGA0002-2166,57604,Parkway Crossing
12434285,RHGA0002-2142,57604,Parkway Crossing
12434286,RHGA0002-2165,57604,Parkway Crossing
12434287,RHGA0002-2143,57604,Parkway Crossing
12434288,RHGA0002-2164,57604,Parkway Crossing
12434289,RHGA0002-2144,57604,Parkway Crossing
12434290,RHGA0002-2163,57604,Parkway Crossing
12434291,RHGA0002-2145,57604,Parkway Crossing
12434292,RHGA0002-2162,57604,Parkway Crossing
12434293,RHGA0002-2146,57604,Parkway Crossing
12434294,RHGA0002-2161,57604,Parkway Crossing
12434295,RHGA0002-2147,57604,Parkway Crossing
12434296,RHGA0002-2160,57604,Parkway Crossing
12434297,RHGA0002-2148,57604,Parkway Crossing
12434298,RHGA0002-2159,57604,Parkway Crossing
12434299,RHGA0002-2149,57604,Parkway Crossing
12434300,RHGA0002-2158,57604,Parkway Crossing
12434301,RHGA0002-2150,57604,Parkway Crossing
12434302,RHGA0002-2157,57604,Parkway Crossing
12434303,RHGA0002-2151,57604,Parkway Crossing
12434304,RHGA0002-2152,57604,Parkway Crossing
12434305,RHGA0002-2156,57604,Parkway Crossing
12434306,RHGA0002-2153,57604,Parkway Crossing
12434307,RHGA0002-2155,57604,Parkway Crossing
12434308,RHGA0002-2154,57604,Parkway Crossing
12438417,RHGA0005-0001,56998,Highland Pointe
12438418,RHGA0005-0002,56998,Highland Pointe
12438419,RHGA0005-0003,56998,Highland Pointe
12438420,RHGA0005-0004,56998,Highland Pointe
12438421,RHGA0005-0005,56998,Highland Pointe
12438422,RHGA0005-0006,56998,Highland Pointe
12438423,RHGA0005-0007,56998,Highland Pointe
12438424,RHGA0005-0008,56998,Highland Pointe
12438425,RHGA0005-0009,56998,Highland Pointe
12438426,RHGA0005-0010,56998,Highland Pointe
12438427,RHGA0005-0011,56998,Highland Pointe
12438428,RHGA0005-0012,56998,Highland Pointe
12438429,RHGA0005-0013,56998,Highland Pointe
12438430,RHGA0005-0014,56998,Highland Pointe
12438431,RHGA0005-0015,56998,Highland Pointe
12438432,RHGA0005-0016,56998,Highland Pointe
12438433,RHGA0005-0017,56998,Highland Pointe
12438434,RHGA0005-0018,56998,Highland Pointe
12438435,RHGA0005-0019,56998,Highland Pointe
12438436,RHGA0005-0020,56998,Highland Pointe
12438437,RHGA0005-0021,56998,Highland Pointe
12438438,RHGA0005-0022,56998,Highland Pointe
12438439,RHGA0005-0023,56998,Highland Pointe
12438440,RHGA0005-0024,56998,Highland Pointe
12438441,RHGA0005-0025,56998,Highland Pointe
12438442,RHGA0005-0026,56998,Highland Pointe
12438443,RHGA0005-0027,56998,Highland Pointe
12438444,RHGA0005-0028,56998,Highland Pointe
12438445,RHGA0005-0029,56998,Highland Pointe
12438446,RHGA0005-0030,56998,Highland Pointe
12438447,RHGA0005-0031,56998,Highland Pointe
12438448,RHGA0005-0032,56998,Highland Pointe
12438449,RHGA0005-0033,56998,Highland Pointe
12438450,RHGA0005-0179,56998,Highland Pointe
12438451,RHGA0005-0034,56998,Highland Pointe
12438452,RHGA0005-0178,56998,Highland Pointe
12438453,RHGA0005-0035,56998,Highland Pointe
12438454,RHGA0005-0177,56998,Highland Pointe
12438455,RHGA0005-0036,56998,Highland Pointe
12438456,RHGA0005-0176,56998,Highland Pointe
12438457,RHGA0005-0037,56998,Highland Pointe
12438458,RHGA0005-0175,56998,Highland Pointe
12438459,RHGA0005-0038,56998,Highland Pointe
12438460,RHGA0005-0174,56998,Highland Pointe
12438461,RHGA0005-0039,56998,Highland Pointe
